Detmold;Bürgermeister;Schemmel;Gerhard;Lippe;;Postfach 1152;33814;Leopoldshöhe;05208/9910;05208/991111;www.leopoldshoehe.de;info@leopoldshoehe.de
Detmold;Bürgermeister;Hartmann;Josef;Paderborn;;Postfach 1144;33162;Lichtenau;05295/890;05295/8970;www.lichtenau.de;buergermeister@lichtenau.de
Münster;Bürgermeister;Strietelmeier;Arne Erwin;Steinfurt;;Postfach 1264;49530;Lienen;05483/73960;05483/739659;www.lienen.de;info@lienen.de
Köln;Bürgermeister;Ludwig;Dr. Georg;Oberbergischer Kreis;;Postfach 1120;51779;Lindlar;02266/960;02266/8867;www.lindlar.de;info@gemeinde-lindlar.de
Arnsberg;Bürgermeister;Lürbke;Matthias;Soest;;Bahnhofstr. 7;59510;Lippetal;02923/9800;02923/980232;www.lippetal.de;post@lippetal.de
Arnsberg;Bürgermeister;Sommer;Christof;Soest;;Postfach 2540;59535;Lippstadt;02941/9800;02941/78111;www.lippstadt.de;post@stadt-lippstadt.de
Köln;Bürgermeister;Krybus;Horst;Rhein-Sieg-Kreis;;Postfach 1209;53785;Lohmar;02246/150;02246/15200;www.lohmar.de;rathaus@lohmar.de
Detmold;Bürgermeister;Poggemöller;Bernd;Herford;;Postfach 1455;32557;Löhne;05732/1000;05732/100309;www.loehne.de;info@loehne.de
Münster;Bürgermeister;Lammers;Rainer;Steinfurt;;Postfach 1162;49498;Lotte;05404/8890;05404/88950;www.lotte.de;info@lotte.de
Detmold;Bürgermeister;Haberbosch;Frank;Minden-Lübbecke;;Postfach 1453;32294;Lübbecke;05741/2760;05741/90561;www.luebbecke.de;info@luebbecke.de
Arnsberg;Bürgermeister;Dzewas;Dieter;Märkischer Kreis;;Postfach 2740;58505;Lüdenscheid;02351/170;02351/171700;www.luedenscheid.de;post@luedenscheid.de
Münster;Bürgermeister;Borgmann;Richard;Coesfeld;;Postfach 1531;59335;Lüdinghausen;02591/9260;02591/926177;www.luedinghausen.de;verwaltung@stadt-luedinghausen.de
Detmold;Bürgermeister;Reker;Heinz;Lippe;;Postfach 1352;32670;Lügde;05281/77080;05281/79645;www.luegde.de;info@luegde.de
Arnsberg;Bürgermeister;Kleine-Frauns;Jürgen;Unna;;Postfach 2030/2040;44510;Lünen;02306/1040;02306/1041460;www.luenen.de;info@luenen.de
Köln;Bürgermeister;Meisenberg;Stefan;Oberbergischer Kreis;;Postfach 1220;51704;Marienheide;02264/40440;02264/4044261;www.marienheide.de;info@gemeinde-marienheide.de
Detmold;Bürgermeister;Klocke;Robert;Höxter;;Postfach 1154;37692;Marienmünster;05276/98980;05276/989890;www.marienmuenster.de;info@marienmuenster.de
Münster;Bürgermeister;Arndt;Werner;Recklinghausen;;Creiler Platz 1;45768;Marl;02365/990;02365/992740;www.marl.de;info@marl.de
Arnsberg;Bürgermeister;Hülsenbeck;Klaus;Hochsauerland;;Postfach 1341;34419;Marsberg;02992/6021;02992/602202;www.marsberg.de;info@marsberg.de
Köln;Bürgermeister;Schick;Dr. Hans-Peter;Euskirchen;;Postfach 1265;53887;Mechernich;02443/490;02443/49199;www.mechernich.de;info@mechernich.de
Köln;Bürgermeister;Spilles;Bert;Rhein-Sieg-Kreis;;Postfach 1180;53333;Meckenheim;02225/9170;02225/917100;www.meckenheim.de;stadt.meckenheim@meckenheim.de
Arnsberg;Bürgermeister;Grosche;Thomas;Hochsauerland;;Postfach 1360;59961;Medebach;02982/4000;02982/40033;www.medebach.de;post@medebach.de
Arnsberg;Bürgermeister;Nesselrath;Jan;Märkischer Kreis;;Postfach 1563;58531;Meinerzhagen;02354/770;02354/77220;www.meinerzhagen.de;post@meinerzhagen.de
Arnsberg;Bürgermeister;Wächter;Martin;Märkischer Kreis;;Postfach 660;58688;Menden (Sauerland);02373/9030;02373/903386;www.menden.de;info@menden.de
Köln;Bürgermeister;Gelhausen;Georg;Düren;;Valdersweg 1;52399;Merzenich;02421/3990;02421/399299;www.gemeinde-merzenich.de;buergermeister@gemeinde-merzenich.de
Arnsberg;Bürgermeister;Weber;Christoph;Hochsauerland;;Franz-Stahlmecke-Platz 2;59872;Meschede;0291/2050;0291/205300;www.meschede.de;post@meschede.de
Münster;Bürgermeister;Krabbe;Gregor;Steinfurt;;Postfach 1160;48625;Metelen;02556/890;02556/8944;www.metelen.de;info@metelen.de
Düsseldorf;Bürgermeister;Dinkelmann;Thomas Gerd;Mettmann;;Postfach 300158;40813;Mettmann;02104/9800;02104/980169;www.mettmann.de;buergermeister@mettmann.de
Detmold;Bürgermeister;Jäcke;Michael;Minden-Lübbecke;;Postfach 3080;32387;Minden;0571/890;0571/89401;www.minden.de;info@Minden.de
Düsseldorf;Bürgermeister;Fleischhauer;Christoph;Wesel;;Postfach 102120;47411;Moers;02841/2010;02841/201888;www.moers.de;info@moers.de
Arnsberg;Bürgermeister;Dicke;Hans;Soest;;Postfach 47;59515;Möhnesee;02924/9810;02924/981141;www.moehnesee.de;gemeinde@moehnesee.de
Düsseldorf;Bürgermeister;Zimmermann;Daniel;Mettmann;;Postfach 100661;40770;Monheim;02173/9519;02173/951899;www.monheim.de;info@monheim.de
Köln;Bürgermeister;Bukowski;Jörg;Oberbergischer Kreis;;Postfach 1153;51589;Morsbach;02294/6990;02294/699187;www.morsbach.de;rathaus@gemeinde-morsbach.de
Köln;Bürgermeister;Büscher;Norbert;Rhein-Sieg-Kreis;;Postfach 1120;53798;Much;02245/680;02245/6850;www.much.de;buergerhotline@much.de
Arnsberg;Bürgermeister;Wagener;Paul Otto;Siegen-Wittgenstein;;Postfach 1155;57235;Netphen;02738/6030;02738/603125;www.netphen.de;stadt@netphen.de
Köln;Bürgermeister;Pracht;Wilfried;Euskirchen;;Krausstr. 2;53947;Nettersheim;02486/780;02486/7878;www.nettersheim.de;buergermeister@nettersheim.de
Düsseldorf;Bürgermeister;Wagner;Christian;Viersen;;Postfach 1462;41304;Nettetal;02153/8980;02153/898898;www.nettetal.de;stadtnettetal@nettetal.de
Münster;Bürgermeister;Möllering;Franz;Steinfurt;;Postfach 5;48481;Neuenkirchen;05973/9260;05973/92680;www.neuenkirchen.de;gemeinde@neuenkirchen.de
Arnsberg;Bürgermeister;Wiesemann;Antonius;Märkischer Kreis;;Postfach 1340;58805;Neuenrade;02392/6930;02392/69348;www.neuenrade.de;post@neuenrade.de
Düsseldorf;Bürgermeister;Lenßen;Harald;Wesel;;Hans-Böckler-Str. 26;47506;Neukirchen-Vluyn;02845/3910;02845/391100;www.neukirchen-vluyn.de;info@neukirchen-vluyn.de
Arnsberg;Bürgermeister;Baumann;Bernhard;Siegen-Wittgenstein;;Postfach 1360;57274;Neunkirchen;02735/7670;02735/5342;www.neunkirchen-siegerland.de;info@neunkirchen-siegerland.de
Düsseldorf;Bürgermeister;Breuer;Reiner Dieter;Rhein-Kreis Neuss;;Markt 2;41460;Neuss;02131/9001;02131/902488;www.neuss.de;stadtverwaltung@neuss.de
Köln;Bürgermeister;Schmunkamp;Marco;Düren;;Postfach 61;52383;Nideggen;02427/8090;02427/80947;www.nideggen.de;buergermeisterin@nideggen.de
Köln;Bürgermeister;Vehreschild;Stephan;Rhein-Sieg-Kreis;;Postfach 1220;53853;Niederkassel;02208/94660;02208/946629;www.niederkassel.de;rathaus@niederkassel.de
Düsseldorf;Bürgermeister;Wassong;Karl-Heinz;Viersen;;Postfach 1180;41367;Niederkrüchten;02163/9800;02163/980111;www.niederkruechten.de;info@niederkruechten.de
Köln;Bürgermeister;Heuser;Hermann;Düren;;Postfach 1120;52380;Niederzier;02428/840;02428/84150;www.niederzier.de;gemeinde@niederzier.de
Detmold;Bürgermeister;Vidal Garcia;Rainer;Höxter;;Postfach 1163;33035;Nieheim;05274/9820;05274/982200;www.nieheim.de;info@nieheim.de
Münster;Bürgermeister;Bergmann;Dietmar;Coesfeld;;Postfach 1280;59389;Nordkirchen;02596/9170;02596/917139;www.nordkirchen.de;gemeinde@nordkirchen.de
Köln;Bürgermeister;Czech;Dr. Timo;Düren;;Postfach 9;52386;Nörvenich;02426/1010;02426/10137;www.noervenich.de;info@noervenich.de
Köln;Bürgermeister;Redenius;Hilko;Oberbergischer Kreis;;Postfach 1120;51581;Nümbrecht;02293/3020;02293/2901;www.nuembrecht.de;gemeinde.nuembrecht@nuembrecht.de
Münster;Bürgermeister;Hutzenlaub;Kai;Steinfurt;;Postfach 1364;48602;Ochtrup;02553/730;02553/73-200;www.ochtrup.de;post@ochtrup.de
Köln;Bürgermeister;Lennerts;Robert;Rheinisch-Berg. Kreis;;Postfach 1131;51516;Odenthal;02202/7100;02202/78777;www.odenthal.de;post@odenthal.de
Münster;Bürgermeister;Knop;Karl-Friedrich;Warendorf;;Postfach 3640;59285;Oelde;02522/720;02522/72460;www.oelde.de;online@oelde.de
Münster;Bürgermeister;Wewers;Carsten;Recklinghausen;;Postfach 1340;45734;Oer-Erkenschwick;02368/6910;02368/691298;www.Oer-Erkenschwick.de;rathaus@Oer-Erkenschwick.de
Detmold;Bürgermeister;Becker;Dirk;Lippe;;Postfach 1344;33806;Oerlinghausen;05202/4930;05202/49393;www.oerlinghausen.de;info@oerlinghausen.de
Münster;Bürgermeister;Sendermann;Wilhelm;Coesfeld;;Postfach 135;59396;Olfen;02595/389-0;02595/389-292;www.olfen.de;info@olfen.de
Arnsberg;Bürgermeister;Weber;Peter;Olpe;;Postfach 1920;57449;Olpe;02761/830;02761/831330;www.olpe.de;rathaus@olpe.de
Arnsberg;Bürgermeister;Fischer;Wolfgang;Hochsauerland;;Postfach 1462;59933;Olsberg;02962/9820;02962/982226;www.olsberg.de;post@olsberg.de
Münster;Bürgermeister;Annen;Wolfgang Alois;Warendorf;;Postfach 1165;48342;Ostbevern;02532/820;02532/8246;www.ostbevern.de;gemeinde@ostbevern.de
Köln;Bürgermeister;Weigt;Jörg;Rheinisch-Berg. Kreis;;Postfach 1380;51484;Overath;02206/6020;02206/602193;www.overath.de;post@overath.de
Detmold;Bürgermeister;Dreier;Michael;Paderborn;;Am Abdinghof 11;33098;Paderborn;05251/88-0;05251/88-2000;www.paderborn.de;info@paderborn.de
Detmold;Bürgermeister;Blume;Dieter;Minden-Lübbecke;;Postfach 1120;32458;Petershagen;05702/8220;05702/822298;www.petershagen.de;info@petershagen.de
Arnsberg;Bürgermeister;Schulte;Ulrich;Märkischer Kreis;;Postfach 1560 /1580;58815;Plettenberg;02391/9230;02391/923128;www.plettenberg.de;post@plettenberg.de
Detmold;Bürgermeister;Hedtmann;Bernd;Minden-Lübbecke;;Postfach 1463;32440;Porta Westfalica;0571/7910;0571/791277;www.portawestfalica.de;info@portawestfalica.de
Detmold;Bürgermeister;Steiner;Marko;Minden-Lübbecke;;Postfach 1260;32353;Preußisch Oldendorf;05742/93110;05742/5680;www.preussischoldendorf.de;info@preussischoldendorf.de
Köln;Bürgermeister;Keppeler;Frank;Rhein-Erft-Kreis;;Postfach 1345;50241;Pulheim;02238/808-0;02238/808345;www.pulheim.de;stadtpulheim@pulheim.de
Köln;Bürgermeister;Mans;Johannes;Oberbergischer Kreis;;Postfach 1640;42465;Radevormwald;02195/6060;02195/606116;www.radevormwald.net;stadt@radevormwald.de
Münster;Bürgermeister;Grotendorst;Andreas;Borken;;Postfach 1140;46343;Raesfeld;02865/9550;02865/955199;www.raesfeld.de;rathaus@raesfeld.de
Detmold;Bürgermeister;Honsel;Dr. Bert;Minden-Lübbecke;;Postfach 129;32362;Rahden (Westf.);05771/730;05771/7350;www.rahden.de;info@rahden.de
Düsseldorf;Bürgermeister;Pesch;Klaus Konrad;Mettmann;;Postfach 101740;40837;Ratingen;02102/5500;02102/5509250;www.ratingen.de;stadt@ratingen.de
Münster;Bürgermeister;Kellermeier;Eckhard;Steinfurt;;Postfach 1252;49506;Recke;05453/9100;05453/91011;www.recke.de;info@recke.de
Münster;Bürgermeister;Tesche;Christoph;Recklinghausen;;Postfach 101765;45617;Recklinghausen;02361/500;02361/501234;www.recklinghausen.de;stadtverwaltung@recklinghausen.de
Düsseldorf;Bürgermeister;Gerwers;Christoph;Kleve;;Postfach 1362;46452;Rees;02851/510;02851/5125;www.stadt-rees.de;info@stadt-rees.de
Köln;Bürgermeister;Gennies;Rüdiger;Oberbergischer Kreis;;Postfach 1160;51571;Reichshof;02296/8010;02296/801395;www.reichshof.de;info@reichshof.de
Münster;Bürgermeister;Deitert;Manuel;Borken;;Postfach 1151;48728;Reken;02864/94401;02864/944299;www.reken.de;info@reken.de
Detmold;Bürgermeister;Mettenborg;Theo;Gütersloh;;Postfach 2309;33375;Rheda-Wiedenbrück;05242/9630;05242/963222;www.rheda-wiedenbrueck.de;rheda-wiedenbrueck@gt-net.de
Münster;Bürgermeister;Bernsmann;Jürgen;Borken;;Postfach 64;46406;Rhede;02872/9300;02872/930450;www.rhede.de;info@rhede.de
Köln;Bürgermeister;Raetz;Stefan;Rhein-Sieg-Kreis;;Postfach 1128;53348;Rheinbach;02226/9170;02226/917117;www.rheinbach.de;infothek@stadt-rheinbach.de
Düsseldorf;Bürgermeister;Tatzel;Frank;Wesel;;Postfach 101463;47479;Rheinberg;02843/1710;02843/171480;www.rheinberg.de;stadtverwaltung@rheinberg.de
Münster;Bürgermeister;Lüttmann;Dr. Peter;Steinfurt;;Postfach 2063;48410;Rheine;05971/9390;05971/939233;www.rheine.de;stadt@rheine.de
Düsseldorf;Bürgermeister;Kleinenkuhnen;Klaus;Kleve;;Postfach 1120;47507;Rheurdt;02845/96330;02845/963313;www.rheurdt.de;info@rheurdt.de
Detmold;Bürgermeister;Sunder;Andreas;Gütersloh;;Postfach 2364;33393;Rietberg;05244/9860;05244/986400;www.rietberg.de;info@stadt-rietberg.de
Detmold;Bürgermeister;Vortmeyer;Ernst-Wilhelm;Herford;;Postfach 3110;32285;Rödinghausen;05746/9480;05746/948105;www.roedinghausen.de;info@roedinghausen.de
Köln;Bürgermeister;Klauss;Jorma;Städteregion Aachen;;Postfach 1152;52157;Roetgen;02471/180;02471/1889;www.roetgen.de;gemeinde@roetgen.de
Düsseldorf;Bürgermeister;Mertens;Martin Peter;Rhein-Kreis Neuss;;Postfach 101160;41565;Rommerskirchen;02183/8000;02183/80027;www.rommerskirchen.de;info@rommerskirchen.de
Münster;Bürgermeister;Gottheil;Christoph;Coesfeld;;Postfach 1109;48713;Rosendahl;02547/770;02547/77199;www.rosendahl.de;info@rosendahl.de
Köln;Bürgermeister;Mombauer;Marcus Maria;Rheinisch-Berg. Kreis;;Postfach 1120;51492;Rösrath;02205/8020;02205/802131;www.roesrath.de;infoStadt@roesrath.de
Köln;Bürgermeister;Loskill;Mario;Rhein-Sieg-Kreis;;Rathausstr. 18;53809;Ruppichteroth;02295/490;02295/4939;www.ruppichteroth.de;rathaus@ruppichteroth.de
Arnsberg;Bürgermeister;Weiken;Peter Josef;Soest;;Postfach 1026;59598;Rüthen;02952/8180;02952/818170;www.ruethen.de;post@ruethen.de
Münster;Bürgermeister;Roos;Wilfried;Steinfurt;;Postfach 53;48367;Saerbeck;02574/890;02574/8950;www.saerbeck.de;info@saerbeck.de
Detmold;Bürgermeister;Berger;Ulrich;Paderborn;;Postfach 1562;33146;Salzkotten;05258/5070;05258/50727;www.salzkotten.de;stadtverwaltung@salzkotten.de
Köln;Bürgermeister;Schumacher;Klaus;Rhein-Sieg-Kreis;;Postfach 1665;53734;Sankt Augustin;02241/2430;02241/243430;www.sankt-augustin.de;bmbuero@sankt-augustin.de
Münster;Bürgermeister;Uphoff;Josef;Warendorf;;Postfach 1240;48331;Sassenberg;02583/3090;02583/30988;www.sassenberg.de;stadt@sassenberg.de
Arnsberg;Bürgermeister;Schönenberg;Jörg;Märkischer Kreis;;Postfach 1245;58568;Schalksmühle;02355/840;02355/84299;www.schalksmuehle.de;post@schalksmuehle.de
Düsseldorf;Bürgermeister;Rexforth;Mike;Wesel;;Postfach 1140;46510;Schermbeck;02853/9100;02853/910119;www.schermbeck.de;info@schermbeck.de
Detmold;Bürgermeister;Bierwirth;Jörg;Lippe;;Postfach 1265;32807;Schieder-Schwalenberg;05282/6010;05282/60135;www.schieder-schwalenberg.de;info@schieder-schwalenberg.de
Detmold;Bürgermeister;Knorr;Ulrich;Lippe;;Postfach 1140;33185;Schlangen;05252/9810;05252/974211;www.gemeinde-schlangen.de;info@gemeinde-schlangen.de
Köln;Bürgermeister;Meister;Udo;Euskirchen;;Postfach 2165;53932;Schleiden;02445/890;02445/89250;www.schleiden.de;rathaus@schleiden.de
Detmold;Bürgermeister;Erichlandwehr;Hubert;Gütersloh;;Postfach 1160;33748;Schloß Holte-Stukenbrock;05207/89050;05207/8905541;www.schloss-holte-stukenbrock.de;schlossholte-stukenbrock@gt-net.de
Arnsberg;Bürgermeister;Halbe;Bernhard;Hochsauerland;;Postfach 1140;57376;Schmallenberg;02972/9800;02972/980480;www.schmallenberg.de;info@schmallenberg.de
Münster;Bürgermeister;Franzbach;Franz-Josef;Borken;;Postfach 1107;48620;Schöppingen;02555/880;02555/8811;www.schoeppingen.de;gemeinde@schoeppingen.de
Düsseldorf;Bürgermeister;Pesch;Michael;Viersen;;Postfach 60;41364;Schwalmtal;02163/9460;02163/946154;www.schwalmtal.de;info@gemeinde-schwalmtal.de
Arnsberg;Bürgermeister;Böckelühr;Heinrich Hermann;Unna;;Postfach 1729;58212;Schwerte;02304/1040;02304/104303;www.schwerte.de;info@stadt-schwerte.de
Köln;Bürgermeister;Corsten;Herbert;Heinsberg;;Postfach 1315;52539;Selfkant;02456/4990;02456/3828;www.selfkant.de;info@selfkant.de
Arnsberg;Bürgermeister;Löhr;Mario;Unna;;Postfach 88/89;59373;Selm;02592/690;02592/69100;www.selm.de;info@stadtselm.de
Münster;Bürgermeister;Täger;Sebastian;Coesfeld;;Postfach 1251;48303;Senden;02597/6990;02597/699222;www.senden-westf.de;info@senden-westf.de
Münster;Bürgermeister;Streffing;Berthold Friedrich;Warendorf;;Postfach 1261;48319;Sendenhorst;02526/3030;02526/303100;www.sendenhorst.de;mail@sendenhorst.de
Köln;Bürgermeister;Huhn;Franz;Rhein-Sieg-Kreis;;Nogenter Platz 10;53721;Siegburg;02241/1020;02241/102284;www.siegburg.de;rathaus@siegburg.de
Arnsberg;Bürgermeister;Mues;Steffen;Siegen-Wittgenstein;;Postfach 100352;57003;Siegen;0271/4040;0271/21684;www.siegen.de;info@siegen.de
Köln;Bürgermeister;Hermanns;Karl-Heinz;Städteregion Aachen;;Rathausplatz;52152;Simmerath;02473/6070;02473/607100;www.simmerath.de;gemeinde@simmerath.de
Arnsberg;Bürgermeister;Ruthemeyer;Dr. Eckhard Josef;Soest;;Postfach 2252;59482;Soest;02921/1030;02921/103423;www.soest.de;post@soest.de
Düsseldorf;Bürgermeister;Schmidt;Heiko;Wesel;;Postfach 1129;47662;Sonsbeck;02838/360;02838/3647;www.sonsbeck.de;info@sonsbeck.de
Detmold;Bürgermeister;Dumcke;Bernd;Herford;;Postfach 1363;32133;Spenge;05225/87680;05225/876855;www.spenge.de;info@spenge.de
Arnsberg;Bürgermeister;Winkelmann;Uli;Ennepe-Ruhr;;Postfach 922040;45541;Sprockhövel;02339/917-0;02339/917300;www.sprockhoevel.de;info@sprockhoevel.de
Münster;Bürgermeister;Könning;Helmut;Borken;;Postfach 1465;48695;Stadtlohn;02563/870;02563/8781;www.stadtlohn.de;info@stadtlohn.de
Detmold;Bürgermeister;Besser;Klaus;Gütersloh;;Postfach 1241;33792;Steinhagen;05204/9970;05204/997225;www.steinhagen.de;GSTHKontakt@gt-net.de
Detmold;Bürgermeister;Torke;Carsten;Höxter;;Postfach 1363;32835;Steinheim;05233/210;05233/21202;www.steinheim.de;info@steinheim.de
Detmold;Bürgermeister;Abruszat;Kai;Minden-Lübbecke;;Postfach 1145;32340;Stemwede;05745/788990;05745/78899180;www.stemwede.de;info@stemwede.de
Köln;Bürgermeister;Grüttemeier;Dr. Tim;Städteregion Aachen;;Postfach 1820;52205;Stolberg;02402/130;02402/13333;www.stolberg.de;info@stolberg.de
Düsseldorf;Bürgermeister;Linßen;Hans-Josef;Kleve;;Postfach 1353;47630;Straelen;02834/7020;02834/702101;www.straelen.de;rathaus@straelen.de
Münster;Bürgermeister;Vedder;Christian;Borken;;Postfach 1030;46349;Südlohn;02862/5820;02862/58258;www.suedlohn.de;gemeinde@suedlohn.de
Arnsberg;Bürgermeister;Brodel;Ralph;Hochsauerland;;Rathausplatz 1;59846;Sundern (Sauerland);02933/810;02933/81111;www.stadt.sundern.de;rathaus@stadt-sundern.de
Münster;Bürgermeister;Streit;Stefan;Steinfurt;;Postfach 1140;49537;Tecklenburg;05482/703900;05482/7357;www.stadt-tecklenburg.de;info@tecklenburg.de
Münster;Bürgermeister;Pieper;Wolfgang;Warendorf;;Postfach 220;48284;Telgte;02504/130;02504/13228;www.telgte.de;rathaus@telgte.de
Köln;Bürgermeister;Frantzen;Jürgen Eduard;Düren;;Landstr. 4;52445;Titz;02463/6590;02463/5889;www.gemeinde-titz.de;info@gemeinde-titz.de
Düsseldorf;Bürgermeister;Goßen;Thomas;Viersen;;Postfach 1453;47910;Tönisvorst;02151/9990;02151/999311;www.toenisvorst.de;info@toenisvorst.de
Köln;Bürgermeister;Jablonski;Klaus Werner;Rhein-Sieg-Kreis;;Postfach 1761;53827;Troisdorf;02241/9000;02241/900800;www.troisdorf.de;rathaus@troisdorf.de
Köln;Bürgermeister;Jungnitsch;Wolfgang;Heinsberg;;Postfach 1220;52527;Übach-Palenberg;02451/9790;02451/979161;www.uebach-palenberg.de;info@uebach-palenberg.de
Düsseldorf;Bürgermeister;Weber;Rainer;Kleve;;Postfach 1261;47587;Uedem;02825/880;02825/8845;www.uedem.de;rathaus@uedem.de
Arnsberg;Bürgermeister;Kolter;Werner;Unna;;Postfach 2113;59411;Unna;02303/1030;02303/103208;www.unna.de;post@stadt-unna.de
Düsseldorf;Bürgermeister;Lukrafka;Dirk;Mettmann;;Postfach 100920;42547;Velbert;02051/260;02051/262599;www.velbert.de;stadt@velbert.de
Detmold;Bürgermeister;Esken;Michael;Gütersloh;;Postfach 1164;33398;Verl;05246/9610;05246/961159;www.verl.de;verl@gt-net.de
Detmold;Bürgermeister;Meyer-Hermann;Michael;Gütersloh;;Postfach 1464;33762;Versmold;05423/9540;05423/954115;www.versmold.de;mail@versmold.de
Köln;Bürgermeister;Kunth;Joachim;Düren;;Postfach 1124;52389;Vettweiß;02424/2090;02424/209234;www.vettweiss.de;buergermeister@vettweiss.de
Detmold;Bürgermeister;Wilken;Rocco;Herford;;Postfach 1705;32591;Vlotho;05733/9240;05733/924200;www.vlotho.de;info@vlotho.de
Düsseldorf;Bürgermeister;Haarmann;Dirk;Wesel;;Postfach 101152;46549;Voerde;02855/800;02855/80555;www.voerde.de;stadt.voerde@voerde.de
Münster;Bürgermeister;Holtwisch;Dr. Christoph;Borken;;Postfach 1351;48686;Vreden;02564/3030;02564/303105;www.vreden.de;info@vreden.de
Düsseldorf;Bürgermeister;Aengenendt;Hans-Josef;Kleve;;Postfach 1145;47666;Wachtendonk;02836/91550;02836/9155700;www.wachtendonk.de;info@wachtendonk.de
Münster;Bürgermeister;Thegelkamp;Christian;Warendorf;;Postfach 1140;59321;Wadersloh;02523/9500;02523/950179;www.wadersloh.de;gemeinde@wadersloh.de
Köln;Bürgermeister;Koester;Peter;Oberbergischer Kreis;;Postfach 1620;51536;Waldbröl;02291/850;02291/85125;www.waldbroel.de;zentrale@waldbroel.de
Köln;Bürgermeister;Schrammen;Heinz-Josef;Heinsberg;;Postfach 1601;52525;Waldfeucht;02455/3990;02455/39977;www.waldfeucht.de;gemeinde@waldfeucht.de
Detmold;Bürgermeister;Stickeln;Michael;Höxter;;Postfach 1452;34404;Warburg;05641/920;05641/92582;www.warburg.de;info@warburg.de
Münster;Bürgermeister;Linke;Axel;Warendorf;;Postfach 110944;48211;Warendorf;02581/540;02581/542900;www.warendorf.de;stadt@warendorf.de
Arnsberg;Bürgermeister;Schöne;Dr. Thomas;Soest;;Postfach 1309;59564;Warstein;02902/810;02902/81216;www.warstein.de;post@warstein.de
Köln;Bürgermeister;Winkens;Manfred Jakob;Heinsberg;;Postfach 1220;41846;Wassenberg;02432/49000;02432/490090;www.wassenberg.de;info@wassenberg.de
Düsseldorf;Bürgermeister;Francken;Ulrich;Kleve;;Postfach 1265;47649;Weeze;02837/9100;02837/910170;www.weeze.de;info@weeze.de
Köln;Bürgermeister;Stock;Michael;Heinsberg;;Postfach 1133;41837;Wegberg;02434/83-0;02434/83-888;www.wegberg.de;posteingang@stadt.wegberg.de
Arnsberg;Bürgermeister;Schumacher;Uwe;Soest;;Postfach 47;59511;Welver;02384/510;02384/5123;www.welver.de;rathaus@welver.de
Arnsberg;Bürgermeister;Clemens;Bernd;Olpe;;Postfach 1140;57473;Wenden;02762/4060;02762/1667;www.wenden.de;rathaus@wenden.de
Arnsberg;Bürgermeister;Grossmann;Michael;Soest;;Postfach 6040;59455;Werl;02922/8000;02922/8001999;www.werl.de;post@werl.de
Köln;Bürgermeister;Bleek;Rainer;Rheinisch-Berg. Kreis;;Postfach 1110;42904;Wermelskirchen;02196/7100;02196/710555;www.wermelskirchen.de;post@stadt.wermelskirchen.de
Arnsberg;Bürgermeister;Christ;Lothar;Unna;;Postfach 1552/1562;59358;Werne;02389/711;02389/71323;www.werne.de;verwaltung@werne.de
Köln;Bürgermeister;Esser;Erwin;Rhein-Erft-Kreis;;Alfons-Müller-Platz;50387;Wesseling;02236/701-0;02236/701339;www.wesseling.de;info@wesseling.de
Arnsberg;Bürgermeister;Hasenberg;Frank;Ennepe-Ruhr;;Postfach 146;58287;Wetter (Ruhr);02335/840-0;02335/840555;www.stadt-wetter.de;info@wetter-ruhr.de
Münster;Bürgermeister;Bültgerds;Berthold;Steinfurt;;Postfach 1220;48490;Wettringen;02557/780;02557/7845;www.wettringen.de;info@wettringen.de
Arnsberg;Bürgermeister;Michalzik;Dr. Martin;Soest;;Postfach 1165;58731;Wickede (Ruhr);02377/9150;02377/915178;www.wickede.de;post@wickede.de
Köln;Bürgermeister;Stücker;Ulrich;Oberbergischer Kreis;;Postfach 1220;51656;Wiehl;02262/990;02262/99247;www.wiehl.de;rathaus@wiehl.de
Detmold;Bürgermeister;Bluhm;Hans Hermann;Höxter;;Postfach 1162;34435;Willebadessen;05644/880;05644/8817;www.willebadessen.de;info@willebadessen.de
Düsseldorf;Bürgermeister;Heyes;Josef;Viersen;;Postfach 1361;47854;Willich;02156/9490;02156/949101;www.stadt-willich.de;info@stadt-willich.de
Köln;Bürgermeister;Lehmann;Hans-Christian;Rhein-Sieg-Kreis;;Postfach 1140;51556;Windeck;02292/6010;02292/60110;www.gemeinde-windeck.de;buergermeister@gemeinde-windeck.de
Arnsberg;Bürgermeister;Eickler;Werner;Hochsauerland;;Postfach 1005;59941;Winterberg;02981/8000;02981/800600;www.winterberg.de;post@winterberg.de
Köln;Bürgermeister;Styp von Rekowski;Michael;Oberbergischer Kreis;;Postfach 1460;51678;Wipperfürth;02267/640;02267/64311;www.wipperfuerth.de;info@stadt-wipperfuerth.de
Köln;Bürgermeister;Nelles;Arno;Städteregion Aachen;;Postfach 1160;52135;Würselen;02405/670;02405/67400;www.wuerselen.de;buergermeister@wuerselen.de
Düsseldorf;Bürgermeister;Görtz;Thomas;Wesel;;Postfach 1164;46500;Xanten;02801/7720;02801/772209;www.xanten.de;post@rathaus-xanten.de
Köln;Bürgermeister;Hürtgen;Ulf;Euskirchen;;Postfach 1354;53905;Zülpich;02252/520;02252/52299;www.stadt-zuelpich.de;buergermeister@stadt-zuelpich.de
Münster;Bürgermeisterin;Voß;Karola Maria;Borken;;Postfach 1462;48664;Ahaus;02561/720;02561/72100;www.ahaus.de;info@ahaus.de
